代码,名称,现价,总股本,流通A股,第一流通股东,第一流通股东股本,百份比,股东性质
002172,澳洋科技,6.98,55622.098,49860.0,澳洋集团有限公司,25350.0,45.575,境内法人股
002173,山下湖,13.19,20100.0,9981.161,陈夏英,1157.41,11.517,自然人股
002174,梅花伞,15.63,8293.992,8293.992,恒顺洋伞（香港）有限公司,4273.85,51.53,境外法人股
002175,广陆数测,13.49,8539.829,6238.32,深圳市招商局科技投资有限公司,217.5,2.547,国有股
002176,江特电机,23.65,19520.382,19505.206,江西江特电气集团有限公司,6132.15,31.414,境内法人股
002177,御银股份,12.35,34443.045,20341.809,杨文江,2506.15,9.459,自然人股
002178,延华智能,11.66,13440.0,11049.696,上海延华高科技有限公司,2526.48,26.318,境内法人股
002179,中航光电,22.5,40162.5,20918.25,河南投资集团有限公司,5500.43,13.695,国有股
002180,万力达,26.55,12498.3,8017.364,庞江华,756.928,9.084,自然人股
002181,粤传媒,10.77,35016.186,21802.378,福建省华兴集团有限责任公司,872.3,2.491,境内法人股
002182,云海金属,13.12,28800.0,21143.978,梅小明,1458.48,7.596,自然人股
002183,怡亚通,6.93,83412.624,83412.624,深圳市联合数码控股有限公司,27536.3,49.518,境内法人股
002184,海得控制,11.49,22000.0,12893.284,许泓,1297.37,5.897,自然人股
002185,华天科技,10.88,37323.0,23380.5,杭州友旺电子有限公司,2004.75,5.371,境内法人股
002186,全聚德,27.39,14156.0,13892.421,北京首都旅游集团有限责任公司,6910.7,48.818,国有股
002187,广百股份,15.63,28535.214,9600.0,领先控股有限公司,750.009,3.943,境外法人股
002188,新嘉联,11.22,15600.0,11269.407,嘉兴市大盛投资有限公司,1090.94,6.993,境内法人股
002189,利达光电,15.23,19924.0,19424.0,中国南方工业集团公司,7769.0,38.993,国有股
002190,成飞集成,32.0,20622.72,20622.72,成都飞机工业(集团)有限责任公司,14117.8,68.457,国有股
002191,劲嘉股份,8.73,64200.0,64200.0,深圳市劲嘉创业投资有限公司,20878.4,32.521,境内法人股
002192,路翔股份,22.54,12140.0,7960.752,杨真,942.76,7.766,自然人股
002193,山东如意,13.17,16000.0,15990.0,山东如意毛纺集团有限责任公司,4560.0,28.5,境内法人股
002194,武汉凡谷,11.1,55588.0,24903.21,孟庆南,4141.8,7.451,自然人股
002195,海隆软件,18.03,11193.0,7867.714,欧姆龙（中国）有限公司,1338.48,17.937,境外法人股
002196,方正电机,16.22,11572.5,8100.506,通联创业投资股份有限公司,1715.0,22.229,境内法人股
002197,证通电子,14.61,13114.5,8571.76,许忠桂,1684.77,12.847,自然人股
002198,嘉应制药,10.63,20500.0,9710.978,黄小彪,1108.54,6.759,自然人股
002199,东晶电子,17.41,12625.887,5813.6,李庆跃,769.626,6.096,自然人股
002200,*ST大地,13.61,15108.71,10658.001,云南省红河热带农业科学研究所,756.587,5.008,国有股
002201,九鼎新材,10.15,17576.0,16700.361,江苏九鼎集团有限公司,6805.32,50.335,境内法人股
002202,金风科技,14.93,269458.8,208866.933,香港结算有限公司,49860.0,18.504,境外法人股
002203,海亮股份,14.84,40010.0,36462.966,Z&P ENTERPRISES LLC,10034.5,25.08,境外法人股
002204,华锐铸钢,31.9,21400.0,21400.0,大连重工集团有限公司,12800.0,59.813,国有股
002205,国统股份,26.0,11615.202,9838.909,新疆天山建材（集团）有限责任公司,3758.7,32.36,国有股
002206,海利得,13.25,44758.05,24682.875,通联创业投资股份有限公司,5440.0,18.231,境内法人股
002207,准油股份,16.82,9945.869,9945.869,新疆维吾尔自治区国有资产投资经营有限责任公司,178.665,1.796,国有股
002208,合肥城建,9.07,32010.0,31602.924,合肥市国有资产控股有限公司,19260.0,60.169,国有股
002209,达意隆,9.37,19524.405,13325.992,广州科技创业投资有限公司,1899.75,9.73,国有股
002210,飞马国际,8.8,30600.0,28915.65,广州市飞马运输有限公司,19400.0,63.399,境内法人股
002211,宏达新材,11.09,43247.578,14685.114,施纪洪,1036.72,3.596,自然人股
002212,南洋股份,8.92,51026.0,21917.842,郑钟南,3984.78,15.619,自然人股
002213,特尔佳,13.56,20600.0,19864.345,凌兆蔚,1155.65,5.61,自然人股
002214,大立科技,44.92,10000.0,7106.944,庞惠民,789.354,7.894,自然人股
002215,诺普信,15.95,35408.0,24939.925,深圳市融信南方投资有限公司,3680.82,16.633,境内法人股
002216,三全食品,34.79,18700.0,12314.5,EAST JOY ASIA LIMITED,1800.0,9.626,境外法人股
002217,联合化工,11.53,22298.4,18646.329,王宜明,1217.36,5.459,自然人股
002218,拓日新能,14.44,48975.0,42184.26,深圳市奥欣投资发展有限公司,13521.6,41.414,境内法人股
002219,独一味,17.43,37360.0,36932.0,阙文彬,19712.0,65.953,自然人股
002220,天宝股份,17.86,19600.0,15399.951,大连承运投资有限公司,7425.6,37.886,境内法人股
002221,东华能源,8.7,22490.0,22200.0,东华石油（长江）有限公司,8134.0,36.64,境内法人股
002222,福晶科技,9.05,28500.0,27482.497,中国科学院福建物质结构研究所,6750.0,35.526,国有股
002223,鱼跃医疗,24.53,40892.8,35203.286,汇添富成长焦点股票型证券投资基金,338.459,1.324,境内法人股
002224,三力士,10.62,15984.0,7074.0,叶传林,74.8707,0.562,自然人股
002225,濮耐股份,12.97,73046.508,14757.01,中国建设银行－华富竞争力优选混合型证券投资基金,251.039,0.447,境内法人股
002226,江南化工,25.87,13995.966,9985.084,宁波科思机电有限公司,2299.47,16.43,境内法人股
002227,奥特迅,26.82,10857.695,10857.695,付洁,15.5352,0.143,自然人股
002228,合兴包装,7.59,34750.4,30400.0,中国建设银行－交银施罗德蓝筹股票证券投资基金,308.994,1.423,境内法人股
002229,鸿博股份,14.8,13600.0,7146.951,中国建设银行－华夏盛世精选股票型证券投资基金,408.581,3.004,境内法人股
002230,科大讯飞,40.5,25207.725,20597.216,中国工商银行－汇添富均衡增长股票型证券投资基金,1003.8,4.163,境内法人股
002231,奥维通信,12.33,16050.0,7050.0,上海常通石油化工有限公司,50.9,0.317,境内法人股
002232,启明信息,11.12,40854.846,38604.994,长春净月潭建设投资集团有限公司,2141.3,7.338,国有股
002233,塔牌集团,13.23,89465.597,45365.597,彭倩,1425.0,3.517,自然人股
002234,民和股份,24.9,10750.0,10689.163,烟台裕凯电器有限公司,563.5,5.242,境内法人股
002235,安妮股份,11.68,19500.0,9644.558,中国工商银行－嘉实策略增长混合型证券投资基金,394.942,2.025,境内法人股
002236,大华股份,45.29,27908.04,14390.257,中国工商银行－南方绩优成长股票型证券投资基金,298.3,2.138,境内法人股
002237,恒邦股份,40.43,19160.0,6727.395,孙立禄,530.0,2.766,自然人股
002238,天威视讯,17.91,32040.0,32039.178,深圳深大电话有限公司,2600.0,9.738,国有股
002239,金飞达,7.94,20100.0,20100.0,施健,99.7479,0.496,自然人股
002240,威华股份,7.1,49070.4,29915.552,JADE DRAGON (MAURITIUS) LIMITED,730.893,2.383,境外法人股
002241,歌尔声学,25.38,75158.255,51318.0,中国工商银行－博时精选股票证券投资基金,656.104,1.746,境内法人股
002242,九阳股份,12.5,76095.0,76095.0,兴业银行股份有限公司－兴全趋势投资混合型证券投资基金,1335.67,1.755,境内法人股
002243,通产丽星,14.19,25806.896,10508.942,华夏成长证券投资基金,990.134,3.837,境内法人股
002244,滨江集团,12.3,135200.0,112268.0,朱慧明,1670.76,1.236,自然人股
002245,澳洋顺昌,8.25,36480.0,33379.585,昌正有限公司,700.0,3.838,境外法人股
002246,北化股份,16.03,19789.102,19789.102,邹志荣,111.687,0.564,自然人股
002247,帝龙新材,19.1,10020.0,8146.875,中国建设银行－华宝兴业收益增长混合型证券投资基金,136.886,1.366,境内法人股
002248,华东数控,16.77,25749.56,14875.957,中国建设银行－华夏红利混合型开放式证券投资基金,73.6253,0.286,境内法人股
002249,大洋电机,21.25,42840.0,10880.0,中国建设银行－华商动态阿尔法灵活配置混合型证券投资基金,641.231,1.497,境内法人股
002250,联化科技,31.85,26466.17,12285.801,陈建郎,1007.6,4.107,自然人股
002251,步步高,23.13,27036.0,8251.428,中国农业银行－富国天瑞强势地区精选混合型开放式证券投资基金,679.25,2.512,境内法人股
002252,上海莱士,23.8,27200.0,6800.0,黄炽恒,216.71,0.797,自然人股
002253,川大智胜,38.3,7488.0,3375.216,中国农业银行－华夏平稳增长混合型证券投资基金,359.355,4.799,境内法人股
002254,烟台氨纶,17.84,39156.0,23868.562,中国工商银行－易方达价值成长混合型证券投资基金,682.63,2.615,境内法人股
002255,海陆重工,31.88,12910.0,4859.0,华夏成长证券投资基金,236.486,1.832,境内法人股
002256,彩虹精化,22.17,20880.0,12705.6,深圳市兴南投资发展有限公司,1185.6,5.678,境内法人股
002258,利尔化学,15.17,20244.403,6313.427,陈学林,229.006,1.131,自然人股
002259,升达林业,7.38,35740.0,11962.614,尹自力,159.568,0.446,自然人股
002260,伊立浦,10.68,15600.0,3900.0,黄素英,45.0,0.288,自然人股
002261,拓维信息,17.87,21803.372,10580.983,湖南电广传媒股份有限公司,701.298,4.825,国有股
002262,恩华药业,17.66,23400.0,8676.127,李威,1579.5,6.75,自然人股
002263,大东南,10.3,46571.403,20750.616,浙江省国际贸易集团有限公司,337.028,0.724,国有股
002264,新华都,22.65,16032.0,5649.375,中国工商银行－广发行业领先股票型证券投资基金,350.72,2.188,境内法人股
002265,西仪股份,11.49,29102.6,8442.87,云南省工业投资控股集团有限责任公司,1053.48,3.62,国有股
002266,浙富股份,19.09,14964.0,6690.937,中国建设银行－工银瑞信稳健成长股票型证券投资基金,607.073,4.057,境内法人股
002267,陕天然气,17.96,50841.868,9999.975,中国人寿保险股份有限公司－分红－个人分红-005L-FH002深,251.13,0.494,境内法人股
002268,卫士通,17.48,17271.207,10137.451,成都新兴创业投资有限责任公司,2538.23,19.105,境内法人股
002269,美邦服饰,29.97,100500.0,10500.0,交通银行－华安策略优选股票型证券投资基金,838.88,0.835,境内法人股
002270,法因数控,13.64,14550.0,3650.0,中融国际信托有限公司－融金30号资金信托合同,41.4711,0.285,境内法人股
002271,东方雨虹,16.84,34352.0,13686.233,许利民,393.6,2.292,自然人股
002272,川润股份,13.6,17055.0,5897.7,沈汉标,238.09,2.094,自然人股
002273,水晶光电,35.85,11565.3,6698.633,上海复星化工医药创业投资有限公司,1116.39,9.904,境内法人股
002274,华昌化工,11.08,26147.318,10284.93,江苏省化肥工业公司,365.493,1.398,国有股
002275,桂林三金,15.95,59020.0,12622.627,中国太平洋人寿保险股份有限公司－分红-个人分红,497.614,1.096,境内法人股
002276,万马电缆,13.53,40000.0,13797.28,陈士钧,760.44,1.901,自然人股
002277,友阿股份,21.92,34920.0,20613.6,中国银行－易方达策略成长二号混合型证券投资基金,852.613,2.442,境内法人股
002278,神开股份,11.85,26152.328,11728.124,中国工商银行－博时精选股票证券投资基金,592.281,2.718,境内法人股
002279,久其软件,19.34,10987.207,3887.914,欧阳曜,130.898,1.191,自然人股
002280,新世纪,19.23,10700.0,3262.705,徐哲,362.282,3.386,自然人股
002281,光迅科技,32.3,16000.0,8200.0,武汉邮电科学研究院,7400.0,46.25,国有股
002282,博深工具,15.7,22542.0,7588.626,王志广,480.855,2.773,自然人股
002283,天润曲轴,14.22,48000.0,20168.4,全国社保基金一零四组合,349.981,1.458,境内法人股
002284,亚太股份,11.08,28704.0,9993.6,计华投资管理公司,624.0,3.261,国有股
002285,世联地产,17.95,32640.0,10318.911,上海浦东发展银行－嘉实优质企业股票型开放式证券投资基金,469.81,2.159,境内法人股
002286,保龄宝,19.47,10400.0,4864.704,北京瑞丰投资管理有限公司,795.412,7.648,境内法人股
002287,奇正藏药,21.15,40600.0,4100.0,曾晓冰,34.4245,0.085,自然人股
002288,超华科技,12.88,13748.8,4000.0,重庆国际信托有限公司－润丰柒号证券投资集合资金信托计划,196.69,1.431,境内法人股
002289,宇顺电子,24.28,7350.0,4896.33,赵后鹏,520.709,7.084,自然人股
002290,禾盛新材,24.46,15048.0,6183.765,上海福欣创业投资有限公司,207.846,1.381,境内法人股
002291,星期六,11.5,36335.0,12134.2,SURE JOYCE LIMITED,1450.5,5.19,境外法人股
002292,奥飞动漫,19.0,40960.0,10240.0,中国建设银行－华商动态阿尔法灵活配置混合型证券投资基金,978.224,3.821,境内法人股
002293,罗莱家纺,77.55,14036.31,3510.0,中国工商银行－富国天惠精选成长混合型证券投资基金（ＬＯＦ,208.739,1.487,境内法人股
002294,信立泰,33.59,36320.0,9119.76,中国银行－南方高增长股票型开放式证券投资基金,85.3905,0.376,境内法人股
002295,精艺股份,10.93,21180.0,8006.199,全国社会保障基金理事会转持三户,360.0,2.55,国有股
002296,辉煌科技,26.0,17773.5,4479.5,中国工商银行－汇添富均衡增长股票型证券投资基金,325.794,3.116,境内法人股
002297,博云新材,18.7,21400.0,13381.4,中国航空器材集团公司,1982.03,9.262,国有股
002298,鑫龙电器,11.79,16500.0,7761.716,芜湖市建设投资有限公司,833.166,5.05,国有股
002299,圣农发展,16.21,91090.0,28205.63,深圳市达晨创业投资有限公司,1003.76,1.224,境内法人股
002300,太阳电缆,11.3,30150.0,11723.021,福建省南平市国有资产投资经营有限公司,672.437,3.345,国有股
002301,齐心文具,14.08,18680.0,7530.0,太誉投资有限公司,1098.1,5.879,境内法人股
002302,西部建设,19.57,21000.0,9744.78,宝钢集团新疆八一钢铁有限公司,1601.15,7.625,国有股
002303,美盈森,34.6,17880.0,4500.0,中信银行－招商优质成长股票型证券投资基金,278.727,1.559,境内法人股
002304,洋河股份,126.16,90000.0,40986.134,上海海烟物流发展有限公司,4336.55,9.637,国有股
002305,南国置业,6.05,96000.0,22148.321,裴兴辅,2780.48,5.793,自然人股
002306,湘鄂情,19.51,20000.0,8956.0,陈晖,400.0,2.0,自然人股
002307,北新路桥,16.58,18945.0,7809.67,新疆生产建设兵团建设工程（集团）有限责任公司,10662.4,56.281,国有股
002308,威创股份,11.01,64140.0,19402.35,全国社会保障基金理事会转持三户,641.4,1.5,国有股
002309,中利科技,24.95,24030.0,10161.0,苏州元风创业投资有限公司,1065.1,4.432,境内法人股
002310,东方园林,90.0,15024.39,4890.707,中国工商银行－中银收益混合型证券投资基金,130.005,0.865,境内法人股
002311,海大集团,16.05,58240.0,14560.0,中国建设银行－工银瑞信稳健成长股票型证券投资基金,857.06,2.943,境内法人股
002312,三泰电子,15.3,17745.0,9849.75,深圳市天图创业投资有限公司,1270.0,10.735,境内法人股
002313,日海通讯,43.48,10000.0,2500.0,中国建设银行－华夏优势增长股票型证券投资基金,265.141,2.651,境内法人股
002314,雅致股份,14.71,29000.0,10948.197,深圳雅致钢结构工程有限公司,1146.12,3.952,境内法人股
002315,焦点科技,48.47,11750.0,3039.779,姚瑞波,101.779,0.866,自然人股
002316,键桥通讯,15.25,15600.0,8463.0,重庆乌江实业（集团）股份有限公司,1287.0,8.25,国有股
002317,众生药业,22.45,18000.0,4500.0,中国工商银行－广发聚丰股票型证券投资基金,114.41,0.953,境内法人股
002318,久立特材,17.97,20800.0,10573.185,美欣达集团有限公司,4524.0,21.75,境内法人股
002319,乐通股份,15.68,10000.0,5462.5,马苑文,960.0,9.6,自然人股
002320,海峡股份,16.0,32760.0,14091.814,深圳市盐田港股份有限公司,3351.9,16.371,国有股
002321,华英农业,18.3,14700.0,10300.0,潢川县康源生物工程有限责任公司,2265.0,15.408,境内法人股
002322,理工监测,46.81,6670.0,3168.0,郭建,355.0,5.322,自然人股
002323,中联电气,24.62,8276.0,2331.6,许继红,169.884,2.053,自然人股
002324,普利特,15.2,27000.0,10070.28,中国建设银行－华商动态阿尔法灵活配置混合型证券投资基金,125.0,0.926,境内法人股
002325,洪涛股份,19.54,22500.0,8045.4,深圳兴中天投资有限公司,441.349,2.942,境内法人股
002326,永太科技,24.74,24030.0,7821.0,全国社保基金六零一组合,630.813,4.725,境内法人股
002327,富安娜,41.96,13390.0,3380.0,中国银行－易方达积极成长证券投资基金,180.0,1.344,境内法人股
002328,新朋股份,16.13,30000.0,10055.58,王新潮,422.3,1.408,自然人股
002329,皇氏乳业,18.13,21400.0,12304.0,张咸文,738.025,6.897,自然人股
002330,得利斯,14.56,25100.0,6299.94,达超,276.28,1.101,自然人股
002331,皖通科技,14.22,12139.972,5163.266,纪仕光,67.8448,0.95,自然人股
002332,仙琚制药,13.12,34140.0,19994.054,浙江医药股份有限公司,2304.0,6.749,境内法人股
002333,罗普斯金,13.47,25088.0,6563.648,苏州励众企业管理咨询有限公司,1166.59,4.65,境内法人股
002334,英威腾,52.45,12160.0,3040.0,中国工商银行－南方绩优成长股票型证券投资基金,195.371,1.607,境内法人股
002335,科华恒盛,19.55,15600.0,4602.0,谢伟平,130.0,1.667,自然人股
002336,人人乐,19.0,40000.0,10000.0,深圳市金安顺商贸有限公司,401.0,1.003,境内法人股
002337,赛象科技,14.59,19200.0,4832.0,交通银行－金鹰中小盘精选证券投资基金,78.3676,0.653,境内法人股
002338,奥普光电,43.0,8000.0,4043.297,广东风华高新科技股份有限公司,1200.0,15.0,国有股
002339,积成电子,25.16,8600.0,4856.213,山东大学威海分校电子系统实验所,368.89,4.289,境内法人股
002340,格林美,21.06,24263.2,18724.992,广东省科技风险投资有限公司,2214.22,18.252,国有股
002341,新纶科技,20.22,14640.0,5665.0,深圳兰石创业投资有限公司,300.0,4.098,境内法人股
002342,巨力索具,20.14,48000.0,10800.0,保定天威保变电气股份有限公司,1800.0,3.75,国有股
002343,禾欣股份,13.62,19812.0,7914.1,中国建设银行－诺德价值优势股票型证券投资基金,49.4619,0.499,境内法人股
002344,海宁皮城,21.85,56000.0,15513.155,中国电力财务有限公司,485.39,1.734,国有股
002345,潮宏基,26.08,18000.0,11657.924,东冠集团有限公司,3075.0,17.083,境外法人股
002346,柘中建设,22.09,13500.0,3500.0,上海楚华热电有限公司,104.513,0.774,境内法人股
002347,泰尔重工,21.3,10400.0,3238.0,全国社会保障基金理事会转持三户,130.0,1.25,国有股
002348,高乐股份,11.52,23680.0,6080.0,陈绍丰,61.88,0.418,自然人股
002349,精华制药,23.42,10000.0,5650.0,南通综艺投资有限公司,1650.0,16.5,境内法人股
002350,北京科锐,17.86,12840.0,6744.0,中国电力科学研究院,1884.0,14.673,国有股
002351,漫步者,12.37,29400.0,8060.0,苏钢,330.0,2.245,自然人股
002352,鼎泰新材,22.33,7783.078,1950.0,赵明,110.84,1.424,自然人股
002353,杰瑞股份,64.9,22963.6,7698.941,吴秀武,359.1,3.128,自然人股
002354,科冕木业,14.07,9350.0,3600.0,王守贤,20.0,0.214,自然人股
002355,兴民钢圈,14.21,21040.0,8421.122,李元建,583.86,2.775,自然人股
002356,浩宁达,23.98,8000.0,2000.0,深圳市金安顺商贸有限公司,98.265,1.228,境内法人股
002357,富临运业,10.67,19593.065,7125.6,薛万春,354.19,3.615,自然人股
002358,森源电气,19.07,8600.0,2429.082,交通银行股份有限公司－天治核心成长股票型证券投资基金,170.0,1.977,境内法人股
002359,齐星铁塔,13.07,16350.0,4125.0,海通证券股份有限公司客户信用交易担保证券账户,119.602,1.097,境内法人股
002360,同德化工,16.3,12000.0,6262.785,天盈控股发展有限公司,260.0,4.333,境内法人股
002361,神剑股份,10.93,16000.0,7190.0,陈海东,100.0,1.25,自然人股
002362,汉王科技,25.22,21410.279,11775.201,上海联创创业投资有限公司,2001.28,18.695,境内法人股
002363,隆基机械,16.4,12000.0,5250.0,精工模具设计有限公司,2250.0,18.75,境外法人股
002364,中恒电气,16.01,10020.0,3732.015,上海紫江创业投资有限公司,225.0,3.368,境内法人股
002365,永安药业,15.14,18700.0,7744.463,贺小芝,368.5,3.941,自然人股
002366,丹甫股份,13.83,13350.0,8615.307,张清华,185.502,1.39,自然人股
002367,康力电梯,17.18,24030.0,11398.95,苏州尼盛国际投资管理有限公司,1080.0,4.494,境内法人股
002368,太极股份,19.79,19757.84,9519.5,王秀珍,1328.5,13.448,自然人股
002369,卓翼科技,18.33,20000.0,6421.356,李彤彤,299.978,3.0,自然人股
002370,亚太药业,20.73,12000.0,4593.0,朱坚贤,432.0,3.6,自然人股
002371,七星电子,69.01,6500.0,1856.5,中国建设银行－华商动态阿尔法灵活配置混合型证券投资基金,322.432,4.96,境内法人股
002372,伟星新材,17.39,25340.0,6340.0,中国工商银行－上投摩根内需动力股票型证券投资基金,120.0,0.474,境内法人股
002373,联信永益,20.99,6853.0,4746.737,联想投资有限公司,1479.87,21.595,境内法人股
002374,丽鹏股份,15.7,8560.0,3880.0,烟台坤德投资有限公司,550.0,10.28,境内法人股
002375,亚厦股份,29.5,42200.0,14599.99,杭州滨江投资控股有限公司,770.0,3.649,境内法人股
002376,新北洋,18.37,30000.0,15593.032,山东省高新技术投资有限公司,1901.62,12.678,国有股
002377,国创高新,10.08,10700.0,4260.0,深圳市前景科技投资有限公司,1520.0,14.206,境内法人股
002378,章源钨业,29.06,42821.365,7748.471,深圳市湃龙投资有限公司,1150.52,2.687,境内法人股
002379,鲁丰股份,16.19,15500.0,5900.0,北京汇泉国际投资有限公司,700.0,9.032,境内法人股
002380,科远股份,35.8,6800.0,1700.0,范静,24.4094,0.359,自然人股
002381,双箭股份,17.42,11700.0,4200.0,广东明珠物流配送有限公司,79.6,1.021,境内法人股
002382,蓝帆股份,18.6,12000.0,3000.0,中国人民人寿保险股份有限公司－自有资金,51.08,0.639,国有股
002383,合众思壮,31.68,14400.0,3600.0,中国农业银行－景顺长城资源垄断股票型证券投资基金（ＬＯＦ）,80.4468,0.67,境内法人股
002384,东山精密,33.75,19200.0,6705.9,濮文,376.257,2.352,自然人股
002385,大北农,32.4,40080.0,17805.076,中国太平洋财产保险－传统－普通保险产品-013C-CT001深,880.589,2.197,境内法人股
002386,天原集团,13.42,47977.129,38903.684,中国光大银行股份有限公司－泰信先行策略开放式证券投资基金,800.295,1.668,境内法人股
002387,黑牛食品,17.25,24030.0,6030.0,中国银行－华夏行业精选股票型证券投资基金(LOF),227.788,1.706,境内法人股
002388,新亚制程,14.24,19980.0,5040.0,广东明珠物流配送有限公司,122.2,1.101,境内法人股
002389,南洋科技,25.26,13400.0,3400.0,招商银行股份有限公司－光大保德信优势配置股票型证券投资基金,17.511,0.261,境内法人股
002390,信邦制药,15.08,17360.0,9317.0,中国银行－华泰柏瑞盛世中国股票型开放式证券投资基金,127.946,1.474,境内法人股
002391,长青股份,18.29,20575.36,5200.0,中信证券－中信－中信理财2号集合资产管理计划,159.322,1.007,境内法人股
002392,北京利尔,25.75,27000.0,7741.44,中国人寿保险股份有限公司－分红－个人分红－005L-FH002深,178.299,1.321,境内法人股
002393,力生制药,40.0,18245.499,8267.228,上海浦东发展银行－广发小盘成长股票型证券投资基金,267.636,1.467,境内法人股
002394,联发股份,18.02,21580.0,12851.06,中国建设银行－诺德价值优势股票型证券投资基金,45.1331,0.418,境内法人股
002395,双象股份,24.07,8940.3,3153.191,东方证券股份有限公司,130.035,1.455,国有股
002396,星网锐捷,14.2,17553.0,4400.0,中国建设银行－华夏优势增长股票型证券投资基金,432.512,2.464,境内法人股
002397,梦洁家纺,44.61,9450.0,2903.513,中国农业银行－易方达消费行业股票型证券投资基金,231.522,2.45,境内法人股
002398,建研集团,20.19,15600.0,3900.0,中国农业银行－大成创新成长混合型证券投资基金(LOF),278.868,2.324,境内法人股
002399,海普瑞,38.71,80020.0,17020.0,中国银行-嘉实沪深300指数证券投资基金,43.1744,0.108,境内法人股
002400,省广股份,19.45,14826.916,8161.335,国泰君安证券股份有限公司,175.892,2.135,国有股
002401,交技发展,35.27,5320.0,2225.83,中国银行－泰信优质生活股票型证券投资基金,22.01,0.414,境内法人股
002402,和而泰,18.17,10005.0,5015.25,张志和,15.2817,0.229,自然人股
002403,爱仕达,13.08,24000.0,9217.5,东海证券－交行－东风5号集合资产管理计划,326.41,1.36,境内法人股
002404,嘉欣丝绸,11.8,17355.0,7127.811,阳晓东,23.17,0.174,自然人股
002405,四维图新,31.15,48027.549,30153.577,新华人寿保险股份有限公司－分红－个人分红-018L-FH002深,240.188,0.6,境内法人股
002406,远东传动,16.37,28050.0,10788.984,中国建设银行－信达澳银领先增长股票型证券投资基金,149.997,0.802,境内法人股
002407,多氟多,51.5,13910.0,9874.319,银华富裕主题股票型证券投资基金,231.751,2.166,境内法人股
002408,齐翔腾达,31.83,46720.8,16020.0,东北证券－建行－东北证券3号主题投资集合资产管理计划,128.0,0.493,境内法人股
002409,雅克科技,32.55,11088.0,3088.0,王兴友,117.106,1.056,自然人股
002410,广联达,34.72,27000.0,6750.0,中国银行－嘉实服务增值行业证券投资基金,412.932,1.529,境内法人股
002411,九九久,14.68,12900.0,6626.4,中国银行－招商先锋证券投资基金,275.264,2.134,境内法人股
002412,汉森制药,18.99,14800.0,3800.0,陕西枣园油脂储备库有限公司,37.2247,0.503,境内法人股
002413,常发股份,21.43,14700.0,5246.81,东证资管－工行－东方红6号集合资产管理计划,250.0,1.701,境内法人股
002414,高德红外,20.71,30000.0,7500.0,中国人寿保险股份有限公司－分红－个人分红-005L-FH002深,218.474,0.728,境内法人股
002415,海康威视,39.29,100000.0,24973.75,中国工商银行－汇添富均衡增长股票型证券投资基金,378.116,0.756,境内法人股
002416,爱施德,27.88,49330.0,7142.72,平安信托有限责任公司－新价值成长一期,559.22,1.134,境内法人股
002417,三元达,14.42,18000.0,7883.775,中国工商银行-建信内生动力股票型证券投资基金,225.069,1.876,境内法人股
002418,康盛股份,11.31,22880.0,17102.0,李书青,18.45,0.129,自然人股
002419,天虹商场,21.56,80020.0,16383.7,中国工商银行－嘉实策略增长混合型证券投资基金,230.006,0.575,境内法人股
002420,毅昌股份,9.1,40100.0,10382.5,罗妙冬,70.0,0.175,自然人股
002421,达实智能,20.09,10140.0,6058.238,中国农业银行－中邮核心优势灵活配置混合型证券投资基金,100.769,1.292,境内法人股
002422,科伦药业,59.0,48000.0,22296.439,中国工商银行－广发聚丰股票型证券投资基金,600.0,2.5,境内法人股
002423,中原特钢,12.68,46551.0,7900.0,蔡荣雄,214.068,0.46,自然人股
002424,贵州百灵,37.49,23520.0,5920.0,交通银行－博时新兴成长股票型证券投资基金,521.774,2.218,境内法人股
002425,凯撒股份,20.28,21400.0,5560.0,唐建纯,121.174,1.132,自然人股
002426,胜利精密,11.74,40041.0,11873.7,刘裕兴,27.2862,0.068,自然人股
002427,尤夫股份,13.04,18322.76,5688.9,安信证券股份有限公司,199.751,1.09,境内法人股
002428,云南锗业,44.32,16328.0,9275.24,中国工商银行－广发大盘成长混合型证券投资基金,252.978,2.014,境内法人股
002429,兆驰股份,17.74,47254.25,15581.0,民生证券有限责任公司,73.1294,0.155,境内法人股
002430,杭氧股份,22.39,60150.0,22166.043,中国工商银行—上投摩根内需动力股票型证券投资基金,380.813,0.95,境内法人股
002431,棕榈园林,26.36,38400.0,17543.937,中国民生银行股份有限公司－华商领先企业混合型证券投资基金,195.188,1.017,境内法人股
002432,九安医疗,12.17,24800.0,8298.08,中国平安人寿保险股份有限公司－传统－普通保险产品,121.674,0.981,境内法人股
002433,太安堂,23.7,10000.0,2500.0,兵器财务有限责任公司,32.2631,0.323,国有股
002434,万里扬,28.26,17000.0,4250.0,中国工商银行－广发策略优选混合型证券投资基金,220.255,1.296,境内法人股
002435,长江润发,13.23,13200.0,3300.0,毛菊卿,49.3327,0.374,自然人股
002436,兴森科技,24.57,22340.0,5586.0,中国农业银行－长盛同德主题增长股票型证券投资基金,239.807,2.147,境内法人股
002437,誉衡药业,23.4,28000.0,7000.0,中信银行－招商优质成长股票型证券投资基金,403.484,1.441,境内法人股
002438,江苏神通,22.76,10400.0,2600.0,瑞银证券—建行—瑞银财富1号集合资产管理计划,48.3668,0.465,境内法人股
002439,启明星辰,34.25,9875.912,2500.0,中国建设银行－兴业社会责任股票型证券投资基金,126.342,1.279,境内法人股
002440,闰土股份,21.59,29500.0,7382.0,江苏省国际信托投资有限责任公司,72.5183,0.246,国有股
